year,country,term,concerned-group,human-rights-theme,annotaion type
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information', 'Right to education']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Children', 'Youth & juveniles']",['Cultural rights'],['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Cultural rights', 'Good governance & corruption', 'Human rights & the environment', 'Human rights & climate change']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['Vulnerable persons/groups'],"['Cultural rights', 'Human rights education, trainings & awareness raising', 'Right to food', 'Human rights & climate change']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Cultural rights', 'Human rights & the environment', 'Human rights & climate change']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Cultural rights', 'Human rights & the environment', 'Human rights & climate change']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],[],['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['Disappeared persons'],"['Cultural rights', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Access to justice & remedy', 'Enforced disappearances', 'Transitional justice']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Human rights defenders & activists', 'Civil society', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Cultural rights', 'Support to victims & witnesses', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', ' Scope of international obligations', 'Right to education']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Freedom of thought, conscience & religion', 'Human rights & climate change', ' Scope of international obligations']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Human rights defenders & activists', 'Civil society', 'Media']","['Cultural rights', 'Good governance & corruption', 'Freedom of association', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Human rights defenders & activists', 'Civil society']","[' Right to physical & moral integrity', 'Cultural rights', 'Freedom of association', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['Human rights defenders & activists'],"['Cultural rights', 'Human rights education, trainings & awareness raising', 'National Human Rights Institution (NHRI)']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Migrants', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Freedom of movement', 'Cultural rights', 'Labour rights and right to work', 'Freedom of thought, conscience & religion', 'Trade union rights', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Human rights defenders & activists', 'Civil society', 'Women & girls']","['Cultural rights', 'Cooperation & consultation with civil society', 'National Human Rights Institution (NHRI)']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['Human rights defenders & activists'],"['Cultural rights', 'National Mechanisms for Implementation, Reporting and Follow-up (NMIRF)', 'Cooperation & Follow up with Treaty Bodies', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'National Human Rights Institution (NHRI)', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,['not provided'],"['Inter-State cooperation and assistance', 'Cultural rights', 'Human rights & the environment', 'Human rights & climate change']",['Recommendations']
 A/HRC/43/50/Add.2 (SR Cultural rights 2021 ) ,['Maldives'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Cooperation & consultation with civil society', 'Human rights & the environment', 'Human rights & climate change']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Women & girls', 'Persons with disabilities']","['Cultural rights', 'Ratification of & accession to international instruments']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Human rights & climate change', ' Civil & political rights - general measures of implementation']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Persons living in poverty', 'Older persons', 'Vulnerable persons/groups']","['Cultural rights', 'Good governance & corruption', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'National Human Rights Institution (NHRI)', 'Right to social security', ' Scope of international obligations']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Data collection & research', 'National Human Rights Institution (NHRI)', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', 'Cooperation with international organizations']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Right to participate in public affairs & right to vote', ' Participation of women in political & public life\xa0']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & climate change']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & climate change', ' Scope of international obligations']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Freedom of movement', 'Cultural rights', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Freedom of movement', 'Cultural rights', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & the environment', 'Children: family environment & alternative care', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Freedom of movement', 'Cultural rights', 'Human rights & climate change', ' Right to self-determination']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Cooperation & consultation with civil society', 'Right to participate in public affairs & right to vote', 'Human rights & climate change']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', '2030 Agenda & other voluntary commitments', 'Human rights & climate change', ' Scope of international obligations']",['Concerns/Observations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Equality & non-discrimination', 'Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],['Cultural rights'],['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Human rights & climate change', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Children', 'Older persons', 'Women & girls', 'Persons with disabilities']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Ratification of & accession to international instruments', ' Civil & political rights - general measures of implementation', 'National Human Rights Institution (NHRI)', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls', 'Judges, lawyers and prosecutors', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Discrimination against women', 'Land & property rights']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Right to participate in public affairs & right to vote', ' Participation of women in political & public life\xa0']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,"['Youth & juveniles', 'Women & girls']","['Cultural rights', 'Human rights & climate change']",['Recommendations']
 A/HRC/46/34/Add.1 (SR Cultural rights 2020 ) ,['Tuvalu'],not provided,['not provided'],"['Cultural rights', 'Human rights & the environment', 'Human rights & climate change', ' Right to self-determination', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Cooperation & Follow up with Special Procedures']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Judges, lawyers and prosecutors']","['Equality & non-discrimination', 'Cultural rights', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Access to justice & remedy', 'Constitutional & legislative framework', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Inter-State cooperation and assistance', 'Cultural rights', 'Good governance & corruption', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Cooperation & Follow up with Special Procedures']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Good governance & corruption', 'Freedom of thought, conscience & religion', ' Scope of international obligations', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Cooperation & consultation with civil society', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Human rights & the environment', 'Cooperation with international organizations', '2030 Agenda & other voluntary commitments']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['Public officials'],"['Cultural rights', 'Legal & institutional reform', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Vulnerable persons/groups', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Racial discrimination', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Discrimination against women', 'Right to education']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls']","['Equality & non-discrimination', 'Cultural rights', 'Discrimination against women', 'Sexual & reproductive health and rights', 'Right to education']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['Women & girls'],"['Cultural rights', 'Advancement of women', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Educational staff & students', 'Women & girls']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Discrimination against women', 'Sexual & reproductive health and rights', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Cultural rights', 'Right to peaceful assembly']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Educational staff & students']","['Equality & non-discrimination', 'Cultural rights', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Right to education']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)']","['Equality & non-discrimination', ' Right to physical & moral integrity', 'Cultural rights', 'Private life & privacy', 'Freedom of thought, conscience & religion', ' Human rights & counter-terrorism', 'Right to peaceful assembly', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","[' Right to physical & moral integrity', 'Rule of law & impunity', 'Cultural rights', 'Support to victims & witnesses', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Cultural rights', 'Support to victims & witnesses', 'Racial discrimination', 'Access to justice & remedy', 'Data collection & research', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Rule of law & impunity', 'Cultural rights', 'Administration of justice & fair trial', 'Right to life', 'Liberty & security of the person', 'Freedom of thought, conscience & religion', 'Racial discrimination', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['Civil society'],"['Rule of law & impunity', 'Cultural rights', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Cooperation & consultation with civil society', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Human rights defenders & activists', 'Civil society']","['Cultural rights', 'Legal & institutional reform', 'Cooperation & consultation with civil society', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Human rights defenders & activists', 'Civil society', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Women & girls']","[' Right to physical & moral integrity', 'Cultural rights', 'Access to justice & remedy', 'Human rights & the environment', 'Right to peaceful assembly', 'Discrimination against women', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Cooperation & consultation with civil society', 'Cooperation & Follow up with Treaty Bodies', ' Scope of international obligations', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],['Cultural rights'],['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Freedom of thought, conscience & religion', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Cultural rights', 'Racial discrimination', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Migrants', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Constitutional & legislative framework', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Ratification of & accession to international instruments', 'National Human Rights Institution (NHRI)', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,"['Migrants', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Vulnerable persons/groups', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Equality & non-discrimination', 'Cultural rights', 'Advancement of women', 'Cooperation & consultation with civil society', 'Human rights education, trainings & awareness raising', 'Cooperation & follow up with the Universal Periodic Review (UPR)', ' Participation of women in political & public life\xa0', 'Discrimination against women', ' Scope of international obligations', 'Right to education']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Cultural rights', 'Legal & institutional reform', 'Cooperation with human rights mechanisms & requests for technical assistance', 'Freedom of thought, conscience & religion', 'Human rights & the environment', '2030 Agenda & other voluntary commitments', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['Human rights defenders & activists'],"['Equality & non-discrimination', 'Rule of law & impunity', 'Cultural rights', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/43/50/ADD.1 (SR Cultural rights 2020 ) ,['Poland'],not provided,['not provided'],"['Rule of law & impunity', 'Cultural rights', 'Legal & institutional reform', 'Support to victims & witnesses', 'Freedom of thought, conscience & religion', 'Racial discrimination', 'Access to justice & remedy', 'Constitutional & legislative framework', ' Scope of international obligations', 'Freedom of opinion and expression & access to information']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Ratification of & accession to international instruments', ' Civil & political rights - general measures of implementation']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Reservations', 'Labour rights and right to work', 'Ratification of & accession to international instruments', ' Right to self-determination', 'Discrimination against women', 'Land & property rights']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Human rights defenders & activists', 'Civil society', 'Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & Follow up with Treaty Bodies', 'Cooperation & follow up with the Universal Periodic Review (UPR)', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Cooperation & consultation with civil society', 'National Human Rights Action Plans (or specific areas) / implementation plans', ' Scope of international obligations', 'Cooperation & Follow up with Special Procedures']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Good governance & corruption', 'Constitutional & legislative framework', ' Participation of women in political & public life\xa0', 'National Human Rights Institution (NHRI)', 'Discrimination against women']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Educational staff & students', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of association', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information', 'Right to education']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Media', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework', 'Freedom of opinion and expression & access to information']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Indigenous peoples', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Freedom of thought, conscience & religion', 'Constitutional & legislative framework']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Women & girls'],"['Equality & non-discrimination', 'Economic, social & cultural rights - general measures of implementation', 'Cultural rights', 'Administration of justice & fair trial', 'Freedom of thought, conscience & religion', 'Access to justice & remedy', 'Constitutional & legislative framework', 'Discrimination against women']",['Concerns/Observations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,"['Persons living in poverty', 'Indigenous peoples', 'Women & girls', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Human rights & poverty', 'Economic, social & cultural rights - general measures of implementation', 'Rule of law & impunity', 'Cultural rights', ' Right to development', '2030 Agenda & other voluntary commitments', 'Discrimination against women', 'Right to education', 'Right to adequate housing']",['Recommendations']
 A/HRC/40/53/ADD.1 (SR Cultural rights 2019 ) ,['Malaysia'],not provided,['Refugees & asylum seekers'],"['Equality & non-discrimination', 'Freedom of movement', 'Cultural rights', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments']",['Concerns/Observations']
