year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['not provided'],"['Administration of justice & fair trial', 'Constitutional & legislative framework', ' Scope of international obligations']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Definition and criminalization of torture,['not provided'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Definition and criminalization of torture,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Pending follow-up issues from the previous reporting cycle,"['Women & girls', 'Persons deprived of their liberty & detainees']","['Violence against women', 'Cooperation & Follow up with Treaty Bodies', 'Liberty & security of the person', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Definition and criminalization of torture ,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Statute of limitations,['not provided'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Definition and criminalization of torture ,['not provided'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Fundamental legal safeguards,['Law enforcement / police & prison officials'],"['Access to justice & remedy', 'Constitutional & legislative framework', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Statute of limitations,['Persons affected by armed conflict'],"['Rule of law & impunity', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Fundamental legal safeguards,['Persons deprived of their liberty & detainees'],"['Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Conditions of detention']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Statute of limitations,['Persons affected by armed conflict'],"['Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Austrian Ombudsman Board,['Civil society'],"['Cooperation & consultation with civil society', 'National Human Rights Institution (NHRI)']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Fundamental legal safeguards ,"['Law enforcement / police & prison officials', 'Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Children: juvenile justice', 'Administration of justice & fair trial']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Austrian Ombudsman Board,['not provided'],"['Legal & institutional reform', 'National Human Rights Institution (NHRI)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Monitoring of detention facilities,['not provided'],['National Human Rights Institution (NHRI)'],['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Fundamental legal safeguards ,"['Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Administration of justice & fair trial', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Conditions of detention ,"['Medical staff / health professionals', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Labour rights and right to work', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Discrimination against women']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['Civil society'],"['Cooperation & consultation with civil society', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Human Rights Institution (NHRI)', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Conditions of detention ,"['Law enforcement / police & prison officials', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Cultural rights', 'Human rights education, trainings & awareness raising', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Discrimination against women', 'Right to education', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Medical staff / health professionals', 'Migrants', 'Vulnerable persons/groups', 'Women & girls']","['Violence against women', 'Equality & non-discrimination', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Safe drinking water & sanitation', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Rule of law & impunity', 'Cooperation & Follow up with Treaty Bodies', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Solitary confinement,"['Children', 'Youth & juveniles']","['Children: juvenile justice', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Solitary confinement,['not provided'],"['Equality & non-discrimination', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: definition of torture & ill-treatment']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Solitary confinement,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Legal & institutional reform', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', ' Scope of international obligations']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Solitary confinement,['not provided'],"['Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Persons deprived of liberty: definition of torture & ill-treatment']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Extraterritorial incarceration,"['Children', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rights related to marriage & family', 'Administration of justice & fair trial', 'Liberty & security of the person', 'Right to health', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Extraterritorial incarceration,"['Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to health', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Extraterritorial incarceration,"['Law enforcement / police & prison officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Access to justice & remedy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Extraterritorial incarceration,"['Children', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Inter-State cooperation and assistance', 'Rule of law & impunity', 'Rights related to marriage & family', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'National Preventive Mechanism (NPM)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants', 'Women & girls']","['Violence against women', 'Administration of justice & fair trial', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Human trafficking & contemporary forms of slavery', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Investigation and prosecution of acts of torture and ill-treatment,['Law enforcement / police & prison officials'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Independent Monitoring Mechanism (IMM)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Investigation and prosecution of acts of torture and ill-treatment,['not provided'],"['Cooperation & Follow up with Treaty Bodies', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Investigation and prosecution of acts of torture and ill-treatment,['Persons deprived of their liberty & detainees'],"['Cooperation & Follow up with Treaty Bodies', 'National Preventive Mechanism (NPM)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Investigation and prosecution of acts of torture and ill-treatment,['not provided'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Independent Monitoring Mechanism (IMM)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Investigation and prosecution of acts of torture and ill-treatment,"['Children', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Cultural rights', 'Good governance & corruption', 'Administration of justice & fair trial', 'National Human Rights Action Plans (or specific areas) / implementation plans', ' Human rights & counter-terrorism', 'Right to health', 'Conditions of detention', 'Right to social security', 'Safe drinking water & sanitation', 'Right to an adequate standard of living']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Investigation and prosecution of acts of torture and ill-treatment,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Women & girls', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Cultural rights', 'Good governance & corruption', 'Administration of justice & fair trial', ' Human rights & counter-terrorism', 'Right to health', 'Constitutional & legislative framework', 'Right to participate in public affairs & right to vote', 'Conditions of detention', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Gender-based violence,['Women & girls'],"['Violence against women', 'Equality & non-discrimination', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Sexual & gender-based violence', 'Discrimination against women', ' Scope of international obligations']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Gender-based violence,"['Public officials', 'Women & girls']","['Violence against women', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Access to justice & remedy', 'Right to health', 'Sexual & gender-based violence', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Diplomatic assurances,['Refugees & asylum seekers'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Diplomatic assurances,"['Law enforcement / police & prison officials', 'Roma, Gypsies, Sinti & Travellers', 'Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Persons with disabilities']","['Equality & non-discrimination', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Gender-based violence,"['Human rights defenders & activists', 'Law enforcement / police & prison officials', 'Women & girls']","['Violence against women', 'Support to victims & witnesses', 'Human trafficking & contemporary forms of slavery', 'Access to justice & remedy', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Gender-based violence,"['Law enforcement / police & prison officials', 'Vulnerable persons/groups', 'Judges, lawyers and prosecutors']","['Violence against women', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Human trafficking & contemporary forms of slavery', 'Sexual & gender-based violence']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Conditions of detention,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Freedom of movement', 'Human rights education, trainings & awareness raising', 'Private life & privacy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Conditions of detention,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees', 'Persons affected by armed conflict']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Medical staff / health professionals', 'Women & girls', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Equality & non-discrimination', 'Private life & privacy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Asylum-seekers ,"['Refugees & asylum seekers', 'Children', 'Migrants', 'Persons deprived of their liberty & detainees', 'Non-citizens']","['Liberty & security of the person', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Asylum-seekers,"['Refugees & asylum seekers', 'Children in vulnerable situations (abused, living on the street, institutionalized, indigenous, migrant children etc.)', 'Children', 'Migrants']","['Arbitrary arrest & detention', 'Legal & institutional reform', 'Children: definition; general principles; protection', 'Constitutional & legislative framework', 'Right to adequate housing']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],National human rights institution,['not provided'],"['National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],National human rights institution,['not provided'],"['National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Training,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Training,"['Roma, Gypsies, Sinti & Travellers', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Access to justice & remedy', 'Right to peaceful assembly', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Training,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Follow-up procedure,['Persons deprived of their liberty & detainees'],"['Cooperation & Follow up with Treaty Bodies', 'Conditions of detention']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Deaths in custody,['Persons deprived of their liberty & detainees'],"['Right to life', 'Right to health']",['Concerns/Observations']
 CAT/C/LIE/CO/5 (CAT 2024 ) ,['Liechtenstein'],Other issues,"['Public officials', 'Media']","['Cooperation & Follow up with Treaty Bodies', 'Human rights education, trainings & awareness raising']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['Persons deprived of their liberty & detainees'],"['Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Right to life', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Law enforcement / police & prison officials', 'Roma, Gypsies, Sinti & Travellers', 'Public officials', 'Persons deprived of their liberty & detainees', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups']","['Equality & non-discrimination', 'Rule of law & impunity', 'Administration of justice & fair trial', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Juvenile justice,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Administration of justice & fair trial', 'Children: definition; general principles; protection', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Children', 'Youth & juveniles', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Children: juvenile justice', 'Administration of justice & fair trial', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Cooperation with international organizations', 'Conditions of detention', ' Scope of international obligations']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Children', 'Persons deprived of their liberty & detainees']","['Private life & privacy', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Children', 'Persons deprived of their liberty & detainees']","['Private life & privacy', 'Access to justice & remedy']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Civil society', 'Law enforcement / police & prison officials']","['Rule of law & impunity', 'Cooperation & consultation with civil society', 'Access to justice & remedy', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Vulnerable persons/groups', 'Persons deprived of their liberty & detainees']","['Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to an adequate standard of living']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,['not provided'],"['Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Detention pending deportation,"['Vulnerable persons/groups', 'Persons deprived of their liberty & detainees']","['Cultural rights', 'Right to health', 'Conditions of detention', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Detention pending deportation,"['Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Good governance & corruption', 'Administration of justice & fair trial', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Detention pending deportation,"['Judges, lawyers and prosecutors']","['Rule of law & impunity', 'Good governance & corruption', 'Administration of justice & fair trial']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Detention pending deportation,"['Children', 'Youth & juveniles', 'Women & girls']","['Children: juvenile justice', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education', 'Right to adequate housing']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],Detention pending deportation,"['Children', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Children: definition; general principles; protection', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Forensic psychiatric facilities,"['Children', 'Persons with disabilities']","['Arbitrary arrest & detention', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', ' Right to self-determination']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,"['Children', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees', 'Persons with disabilities']","['Equality & non-discrimination', 'Rule of law & impunity', 'Legal & institutional reform', 'Support to victims & witnesses', 'Human rights education, trainings & awareness raising', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention', ' Right to self-determination']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Medical staff / health professionals', 'Persons with disabilities']","['Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to health', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Medical staff / health professionals', 'Persons with disabilities']","['Rule of law & impunity', 'Legal & institutional reform', 'Human rights education, trainings & awareness raising', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Access to justice & remedy', 'Right to health', 'Right to an adequate standard of living']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Investigation of allegations of ill-treatment and prosecution and punishment of perpetrators,"['Law enforcement / police & prison officials', 'Public officials', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],C.Principal subjects of concern and recommendations,['not provided'],"['Rule of law & impunity', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research']",['Recommendations']
 CAT/C/MKD/CO/4 (CAT 2024 ) ,['North Macedonia'],C.Principal subjects of concern and recommendations,"['Refugees & asylum seekers', 'Children', 'Roma, Gypsies, Sinti & Travellers', 'Migrants', 'Stateless persons', 'Minorities/ racial, ethnic, linguistic, religious or descent-based groups', 'Non-citizens']","[' Right to physical & moral integrity', 'Arbitrary arrest & detention', 'Rights related to name, identity & nationality', 'Legal & institutional reform', 'Liberty & security of the person', 'Children: definition; general principles; protection', 'Access to justice & remedy', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to an adequate standard of living']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Universal jurisdiction,['not provided'],"['Administration of justice & fair trial', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Universal jurisdiction,['not provided'],"['Administration of justice & fair trial', 'Constitutional & legislative framework', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Treaty of 1982 between Austria and Liechtenstein,['Persons deprived of their liberty & detainees'],"['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/AUT/CO/7 (CAT 2024 ) ,['Austria'],Treaty of 1982 between Austria and Liechtenstein,['Persons deprived of their liberty & detainees'],"['Inter-State cooperation and assistance', 'Rule of law & impunity', 'Access to justice & remedy', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
