un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2024,Austria,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Persons deprived of their liberty & detainees,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Persons deprived of their liberty & detainees,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Support to victims & witnesses,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Human trafficking & contemporary forms of slavery,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Support to victims & witnesses,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Support to victims & witnesses,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,not provided,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,Children: juvenile justice,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Law enforcement / police & prison officials,National Preventive Mechanism (NPM),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,Children: juvenile justice,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Children,National Preventive Mechanism (NPM),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,Children: juvenile justice,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Youth & juveniles,National Preventive Mechanism (NPM),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,Children: juvenile justice,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,North Macedonia,Persons deprived of their liberty & detainees,National Preventive Mechanism (NPM),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,not provided,Inter-State cooperation and assistance,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,Austria,not provided,Cooperation & Follow up with Treaty Bodies,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,Austria,not provided,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,Austria,not provided,Conditions of detention,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,North Macedonia,Public officials,Cooperation & Follow up with Treaty Bodies,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,North Macedonia,Public officials,"Human rights education, trainings & awareness raising",Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,North Macedonia,Media,Cooperation & Follow up with Treaty Bodies,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,North Macedonia,Media,"Human rights education, trainings & awareness raising",Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,North Macedonia,not provided,Cooperation & Follow up with Treaty Bodies,Recommendations,Follow-up procedure
CAT,Committee against Torture, 2024,Austria,Public officials,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Public officials,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Media,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,Media,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Austria,not provided,Cooperation & Follow up with Treaty Bodies,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Human rights defenders & activists,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Human rights defenders & activists,Cooperation & Follow up with Treaty Bodies,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Human rights defenders & activists,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided, Scope of international obligations,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Legal & institutional reform,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,National Human Rights Institution (NHRI),Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,Cooperation with international organizations,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,National Human Rights Institution (NHRI),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,not provided,National Preventive Mechanism (NPM),Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Access to justice & remedy,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees, Civil & political rights - general measures of implementation,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Conditions of detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Freedom of opinion and expression & access to information,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Medical staff / health professionals,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Right to health,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees, Civil & political rights - general measures of implementation,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Conditions of detention,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Internally displaced persons,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Internally displaced persons,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Internally displaced persons,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Refugees & asylum seekers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
